2020-02-13 14:13:36 engine.py[line:29]                   INFO: 开始运行时间：2020-02-13 14:13:36.522802
2020-02-16 16:43:15 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 16:43:15.276693
2020-02-16 16:43:15 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x041C2DB0>, 'doubai': <spiders.douban.DoubanSpider object at 0x041C2910>}
2020-02-16 16:43:15 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 16:43:15 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 16:43:15 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:43:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:43:43 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 16:43:43.310297
2020-02-16 16:43:43 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x04192DF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x04192950>}
2020-02-16 16:43:43 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 16:43:43 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 16:43:43 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 16:44:44 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 16:44:44.581801
2020-02-16 16:44:44 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 16:44:44 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 16:44:44 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 16:44:44 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 16:44:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 16:44:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 16:44:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 16:44:45 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 16:44:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456004/>
2020-02-16 16:44:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456014/>
2020-02-16 16:44:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455997/>
2020-02-16 16:44:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686212/>
2020-02-16 16:44:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455998/>
2020-02-16 16:44:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-16 16:44:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-16 16:44:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/group/close>
2020-02-16 16:44:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
2020-02-16 16:44:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/819114/>
2020-02-16 16:44:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449701/>
2020-02-16 16:44:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455095/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455011/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818751/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455847/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818716/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446357/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449803/>
2020-02-16 16:44:48 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449842/>
2020-02-16 18:16:34 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:16:34.693962
2020-02-16 18:16:34 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 18:16:34 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:16:34 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:16:34 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:16:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:16:34 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 18:16:35 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 18:16:36 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 18:16:37 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456004/>
2020-02-16 18:16:42 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456014/>
2020-02-16 18:16:43 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455998/>
2020-02-16 18:16:43 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455997/>
2020-02-16 18:16:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/group/close>
2020-02-16 18:16:45 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455095/>
2020-02-16 18:16:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/819114/>
2020-02-16 18:16:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
2020-02-16 18:16:46 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455011/>
2020-02-16 18:16:46 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 18:16:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686212/>
2020-02-16 18:16:46 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455847/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449701/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449803/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818751/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818716/>
2020-02-16 18:16:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446357/>
2020-02-16 18:16:48 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449842/>
2020-02-16 18:16:48 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:16:48.033725
2020-02-16 18:16:48 engine.py[line:52]                   INFO: 耗时：13.34
2020-02-16 18:16:48 engine.py[line:53]                   INFO: 一共获取了请求：30个
2020-02-16 18:16:48 engine.py[line:54]                   INFO: 重复的请求：7个
2020-02-16 18:16:48 engine.py[line:55]                   INFO: 成功的请求：23个
2020-02-16 18:16:59 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:16:59.438377
2020-02-16 18:16:59 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 18:16:59 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:16:59 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:16:59 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:59 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:16:59 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:16:59.463378
2020-02-16 18:16:59 engine.py[line:52]                   INFO: 耗时：0.03
2020-02-16 18:16:59 engine.py[line:53]                   INFO: 一共获取了请求：10个
2020-02-16 18:16:59 engine.py[line:54]                   INFO: 重复的请求：10个
2020-02-16 18:16:59 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:17:03 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:17:03.236594
2020-02-16 18:17:03 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 18:17:03 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:17:03 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:17:03 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:03 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:17:03.258595
2020-02-16 18:17:03 engine.py[line:52]                   INFO: 耗时：0.02
2020-02-16 18:17:03 engine.py[line:53]                   INFO: 一共获取了请求：10个
2020-02-16 18:17:03 engine.py[line:54]                   INFO: 重复的请求：10个
2020-02-16 18:17:03 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:17:34 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:17:34.934407
2020-02-16 18:17:34 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03307C10>, 'doubai': <spiders.douban.DoubanSpider object at 0x03307C90>}
2020-02-16 18:17:34 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:17:34 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:17:34 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:17:34 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:58 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:17:58.404750
2020-02-16 18:17:58 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03317C10>, 'doubai': <spiders.douban.DoubanSpider object at 0x03317C90>}
2020-02-16 18:17:58 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:17:58 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:17:58 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:17:58 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:15 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:18:15.340718
2020-02-16 18:18:15 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03307C10>, 'doubai': <spiders.douban.DoubanSpider object at 0x03307C90>}
2020-02-16 18:18:15 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:18:15 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:18:15 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:18:15 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:18:51.246772
2020-02-16 18:18:51 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 18:18:51 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:18:51 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:18:51 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:18:51 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:18:51.274774
2020-02-16 18:18:51 engine.py[line:52]                   INFO: 耗时：0.03
2020-02-16 18:18:51 engine.py[line:53]                   INFO: 一共获取了请求：40个
2020-02-16 18:18:51 engine.py[line:54]                   INFO: 重复的请求：40个
2020-02-16 18:18:51 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:19:12 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:19:12.611994
2020-02-16 18:19:12 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 18:19:12 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:19:12 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:19:12 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:12 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:19:12.634995
2020-02-16 18:19:12 engine.py[line:52]                   INFO: 耗时：0.02
2020-02-16 18:19:12 engine.py[line:53]                   INFO: 一共获取了请求：10个
2020-02-16 18:19:12 engine.py[line:54]                   INFO: 重复的请求：10个
2020-02-16 18:19:12 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:19:18 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:19:18.798348
2020-02-16 18:19:18 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABB0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC30>}
2020-02-16 18:19:18 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:19:18 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:19:18 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:18 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:19:18.825349
2020-02-16 18:19:18 engine.py[line:52]                   INFO: 耗时：0.03
2020-02-16 18:19:18 engine.py[line:53]                   INFO: 一共获取了请求：10个
2020-02-16 18:19:18 engine.py[line:54]                   INFO: 重复的请求：10个
2020-02-16 18:19:18 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:19:53 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:19:53.513333
2020-02-16 18:19:53 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330ABF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330AC70>}
2020-02-16 18:19:53 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:19:53 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:19:53 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:53 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:19:53 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:19:53.541335
2020-02-16 18:19:53 engine.py[line:52]                   INFO: 耗时：0.03
2020-02-16 18:19:53 engine.py[line:53]                   INFO: 一共获取了请求：10个
